#F f0_dabax.dat
#D Fri May  2 09:38:54 2008
#UT Parametrization of f0 (the non-dispersive part of the atomic scttering factor) vs sin(theta/lambda).
#UF0TYPE PARAMETRIZATION ; TABLE OR PARAMETRIZATION? 
#UIDL xf0
#C This file has been created using f0_xop.pro 
#C  This file belongs to the DABAX library. More information on
#C  DABAX can be found at:
#C  http://ftp.esrf.eu/pub/scisoft/DabaxFiles/
#UD Parametrization of f0 (the non-dispersive part of the atomic scttering factor) vs sin(theta/lambda).
#UD This file contains a Waasmaier&Kirfel-like parametrization 
#UD for the f0 data evaluated by Kissel using modified relativistic form
#UD factor [1]. For the fitting, model and the data error as in [2] are used.
#UD The parametrization was calculating by fitting the 
#UD original data in the RTAB database [1] (also in the DABAX file
#UD f0_mf_Kissel.dat) using the MPFIT IDL procedure of Markwardt
#UD (http://cow.physics.wisc.edu/~craigm/idl/idl.html) usind the 
#UD function [2]:
#UD    f0[k] = c + [SUM a_i*EXP(-b_i*(k^2)) ]
#UD                i=1,5
#UD
#UD  where k = sin(theta) / lambda and c, a_i and b_i
#UD  are the coefficients tabulated in this file (in columns:
#UD  a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UD 
#UD References
#UD [1] L. Kissel, Radiation physics and chemistry 59 (2000) 185-200
#UD     available at: 
#UD     http://www-phys.llnl.gov/Research/scattering/RTAB.html
#UD [2] D. Waasmaier & A. Kirfel (Acta Cryst. (1995). A51, 416-413)
#UD 
#UD 
#UD  Remarks:
#UD  1) This file contains data for only neutral atoms. For ionic states
#UD     other DABAX files (like f0_WaasKirf.dat) could be used. 
#UD  2) The coefficients in this file are prepared for xop2.1 and are
#UD     unpublished. Some fitting parameters can be found in the keywords
#UD     for each element. The IDL program used to create it is available
#UD     under request (contact srio@esrf.fr) 
#UD  3) We created this file for being used as a default for XOP2.1. The 
#UD     reasons were two:
#UD     i) It is more practical to use a parametrization rather than to use 
#UD        the direct fata in file f0_mf.dat because of spped and storage 
#UD        reasons. 
#UD     ii) The previous defaulty file for XOP 2.0 was f0_WaasKirf.dat, which
#UD        contained a published parametrization [2], but the original data 
#UD        is from the International Tables for X-ray Crystallography, vol C,
#UD        (1995) Edited by AJC Wilson, Kluwer Academic Press, table 6.1.1.3
#UD        which contains data from multiple origins (and references). We 
#UD        prefer to use evaluated data in the same conditions for all elements
#UD        to keep some consistency in their origin.
#UD        Additionally, Kissel data for f1f2 and CrossSec are also used in XOP.
#UD 
#UD Column description: a1  a2  a3  a4  a5  c  b1  b2  b3 b4  b5
#UD 
#UD 
#UD Modified 2005-05-02 srio@esrf.eu, fixed WaasKird data in guess keyword

#S  1  H 
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           41
#UO MPFIT Parameter error: [0.028242309,0.020248385,0.014038977,0.028629525,0.0023277653,6.4330346e-05,0.86729996,1.7325327,0.37672770,3.1751691,0.12257234]
#UO MPFIT Standard Dev:    1.1616029e-05
#UO MPFIT Max relative dev:        10.269206
#UO MPFIT Average relative dev:       0.68612216
#UP MPFIT guess (Waasmaier&Kirfel) data:      0.41304800     0.29495300     0.18749100     0.08070100     0.02373600     0.00004900    15.56994600    32.39846800     5.71140400    61.88987400     1.33411800
     0.30426303     0.45440815     0.07977026     0.15268426     0.00871624     0.00006937     9.61768510    23.52152246     3.33237545    53.49579285     0.80301704
#UP MPFIT guess (Waasmaier&Kirfel) data:     15.91405300    32.53504200    21.55397600    11.43339400     3.61240900     3.93921200     0.08051100     0.77066900     4.35220600    21.38162200   130.50074800
    15.44129352    32.19461688    21.67018557    11.62375491     3.60839956     3.23867141     0.08037991     0.74781467     4.14033299    19.84028498   113.68244239
#S  90  Th
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           11
#UO MPFIT Parameter error: [0.00075129834,0.0015081693,0.0021345094,0.0027256099,0.0022821825,0.00064450377,1.2101141e-05,6.4639235e-05,0.00074217605,0.053985271,0.0077786592]
#UO MPFIT Standard Dev:     0.0046102313
#UO MPFIT Max relative dev:      0.028140003
#UO MPFIT Average relative dev:     0.0042215808
#UP MPFIT guess (Waasmaier&Kirfel) data:     15.78402400    32.45489900    21.84922200     4.23907700    11.73619100     3.92253300     0.07706700     0.73513700     4.09797600   109.46411100    20.51213800
    15.35041360    32.15264867    21.98489988     4.20304734    11.87984118     3.17150887     0.07685215     0.71518502     3.92354148    96.69516744    19.25785705
#S  91  Pa
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:            9
#UO MPFIT Parameter error: [0.0014651206,0.0024072513,0.0024664196,0.0025877164,0.00074197054,0.00070282012,6.1430873e-05,0.00076010572,0.0066329524,0.064895783,1.2385822e-05]
#UO MPFIT Standard Dev:     0.0043223072
#UO MPFIT Max relative dev:      0.029540415
#UO MPFIT Average relative dev:     0.0041096139
#UP MPFIT guess (Waasmaier&Kirfel) data:     32.74020800    21.97367500    12.95739800     3.68383200    15.74405800     3.88606600     0.70954500     4.05088100    19.23154300   117.25500500     0.07404000
    32.41734383    22.05085313    13.10871855     3.72910194    15.28123528     3.11865061     0.68922416     3.86872813    17.74443730   101.90118122     0.07385957
#S  92  U 
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:            9
#UO MPFIT Parameter error: [0.00073370118,0.0014358285,0.0025382882,0.0025778516,0.0025082326,0.00078592827,1.2831474e-05,5.8985482e-05,0.0060238837,0.061524571,0.00073266588]
#UO MPFIT Standard Dev:     0.0040298377
#UO MPFIT Max relative dev:      0.030455456
#UO MPFIT Average relative dev:     0.0039322888
#UP MPFIT guess (Waasmaier&Kirfel) data:     15.67927500    32.82430600    13.66045900     3.68726100    22.27943400     3.85444400     0.07120600     0.68117700    18.23615600   112.50003800     3.93032500
    15.20314929    32.53208188    13.81186567     3.76642798    22.31042147     3.04559348     0.07066435     0.66171756    16.79213936    97.72588956     3.75457984
#S  93  Np
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           10
#UO MPFIT Parameter error: [0.0014217933,0.0027196644,0.0026989410,0.0026574881,0.00072923204,0.00084498592,5.6969128e-05,0.00072618897,0.0056844900,0.059305602,1.3110899e-05]
#UO MPFIT Standard Dev:     0.0038377075
#UO MPFIT Max relative dev:      0.027379235
#UO MPFIT Average relative dev:     0.0038780780
#UP MPFIT guess (Waasmaier&Kirfel) data:     32.99990100    22.63807700    14.21997300     3.67295000    15.68324500     3.76939100     0.65708600     3.85491800    17.43547400   109.46448500     0.06803300
    32.64327679    22.60430101    14.43752068     3.83052598    15.12931302     2.98794434     0.63635924     3.65636186    15.88803466    93.50959958     0.06783444
#S  94  Pu
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:            9
#UO MPFIT Parameter error: [0.0013177470,0.0026249942,0.0027818623,0.0018499944,0.00071189748,0.00093277651,5.3215859e-05,0.00067132680,0.0043290773,0.069151405,1.3327144e-05]
#UO MPFIT Standard Dev:     0.0035573003
#UO MPFIT Max relative dev:      0.027487065
#UO MPFIT Average relative dev:     0.0037461490
#UP MPFIT guess (Waasmaier&Kirfel) data:     33.28117800    23.14854400    15.15375500     3.03149200    15.70421500     3.66420000     0.63499900     3.85616800    16.84973500   121.29203800     0.06485700
    32.89114822    23.09839499    15.57640146     3.06849154    15.06334425     2.89811885     0.61290312     3.63716663    15.44356030   103.61518316     0.06473308
#S  95  Am
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           11
#UO MPFIT Parameter error: [0.0012901574,0.0027588124,0.0029076006,0.0019080775,0.00069703361,0.0010417772,5.1038297e-05,0.00064821947,0.0040946172,0.070124642,1.3716256e-05]
#UO MPFIT Standard Dev:     0.0034085187
#UO MPFIT Max relative dev:      0.027581999
#UO MPFIT Average relative dev:     0.0036825801
#UP MPFIT guess (Waasmaier&Kirfel) data:     33.43516200    23.65725900    15.57633900     3.02702300    15.74610000     3.54116000     0.61278500     3.79294200    16.19577800   117.75700400     0.06175500
    33.02310917    23.59414755    16.08710719     3.05160429    15.00738866     2.79583742     0.58946182     3.56398355    14.80962925   101.26355106     0.06167575
#S  96  Cm
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:            9
#UO MPFIT Parameter error: [0.00070290559,0.0013136660,0.0030440945,0.0022053720,0.0030689700,0.0011837624,1.4293308e-05,5.0079495e-05,0.00064287163,0.051171344,0.0042594022]
#UO MPFIT Standard Dev:     0.0032678969
#UO MPFIT Max relative dev:      0.026975802
#UO MPFIT Average relative dev:     0.0035563938
#UP MPFIT guess (Waasmaier&Kirfel) data:     15.80483700    33.48080100    24.15019800     3.65556300    15.49986600     3.39084000     0.05861900     0.59016000     3.67472000   100.73619100    15.40829600
    14.92952838    33.03254055    24.00228529     3.79349958    16.07933216     2.68191187     0.05858286     0.56470268     3.42619535    86.81878918    13.93081918
#S  97  Bk
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:            9
#UO MPFIT Parameter error: [0.00070537609,0.0012583869,0.0030540437,0.0016970663,0.0032348573,0.0013340747,1.4749568e-05,4.7057205e-05,0.00061023993,0.060554551,0.0035750357]
#UO MPFIT Standard Dev:     0.0030504634
#UO MPFIT Max relative dev:      0.026547790
#UO MPFIT Average relative dev:     0.0034070071
#UP MPFIT guess (Waasmaier&Kirfel) data:     15.88907200    33.62528600    24.71038100     3.70713900    15.83926800     3.21316900     0.05550300     0.56957100     3.61547200    97.69478600    14.75430300
    14.87484815    33.25429616    24.75369621     3.05890997    16.98364667     2.55564102     0.05561473     0.54346670     3.41941648    95.53275618    13.62900417
#S  98  Cf
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:            9
#UO MPFIT Parameter error: [0.0012527442,0.0032463639,0.0033917293,0.0017347298,0.00074932940,0.0015308025,4.5739270e-05,0.00059355945,0.0034466499,0.059227545,1.5437847e-05]
#UO MPFIT Standard Dev:     0.0029545016
#UO MPFIT Max relative dev:      0.025962962
#UO MPFIT Average relative dev:     0.0033112696
#UP MPFIT guess (Waasmaier&Kirfel) data:     33.79407500    25.46769300    16.04848700     3.65752500    16.00898200     3.00532600     0.55044700     3.58197300    14.35738800    96.06497200     0.05245000
    33.35395184    25.38419399    17.37894160     3.08843097    14.82268135     2.41071058     0.52171734     3.34704782    13.07655187    91.79465535     0.05263332
